age,embarked,fare,name,parch,passengerid,pclass,sex,sibsp,survived,test,ticket,train,family_size,title,ticket_number,group_size,family_size_cat,group_size_cat,is_alone,has_family,has_group,sex_0,sex_1,title_1,title_2,title_3,title_4,title_5,title_6,embarked_1,embarked_2,embarked_3,family_size_1,family_size_2,family_size_3,group_size_1,group_size_2,group_size_3,true_fare,true_fare_scaled,age_scaled,family_scaled,group_scaled
26.0,1.0,13.5,"Wright, Miss. Marion",0,1054,2,1,0,0,1.0,220844,,1,3,220844,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,13.5,0.10540287320424734,0.32356257046223225,0.0,0.0
30.0,1.0,7.0,"Pearce, Mr. Ernest",0,1055,3,0,0,0,1.0,343271,,1,1,343271,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,7.0,0.05465334166146158,0.37366904672428913,0.0,0.0
41.0,1.0,13.0,"Peruschitz, Rev. Joseph Maria",0,1056,2,0,0,0,1.0,237393,,1,5,237393,1,1,1,1,1,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,13.0,0.10149906308557151,0.5114618564449456,0.0,0.0
26.0,1.0,22.025,"Kink-Heilmann, Mrs. Anton (Luise Heilmann)",1,1057,3,1,1,0,1.0,315153,,3,2,315153,3,2,2,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,7.34,0.05730793254216114,0.32356257046223225,0.20000000000000004,0.20000000000000004
48.0,2.0,50.4958,"Brandeis, Mr. Emil",0,1058,1,0,0,0,1.0,PC 17591,,1,1,17591,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,50.5,0.3942848219862585,0.599148189903545,0.0,0.0
18.0,1.0,34.375,"Ford, Mr. Edward Watson",2,1059,3,0,2,0,1.0,W./C. 6608,,5,1,6608,5,3,3,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,6.88,0.05371642723297938,0.22334961793811853,0.4,0.4
35.0,2.0,27.7208,"Cassebeer, Mrs. Henry Arthur Jr (Eleanor Genevieve Fosdick)",0,1060,1,1,0,0,1.0,17770,,1,2,17770,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,27.72,0.21642723297938785,0.43630214205186024,0.0,0.0
22.0,1.0,8.9625,"Hellstrom, Miss. Hilda Maria",0,1061,3,1,0,0,1.0,7548,,1,3,7548,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,8.96,0.06995627732667083,0.2734560942001754,0.0,0.0
30.0,1.0,7.55,"Lithman, Mr. Simon",0,1062,3,0,0,0,1.0,S.O./P.P. 251,,1,1,251,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,7.55,0.058947532792004986,0.37366904672428913,0.0,0.0
27.0,2.0,7.225,"Zakarian, Mr. Ortin",0,1063,3,0,0,0,1.0,2670,,1,1,2670,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,7.22,0.05637101811367894,0.33608918952774647,0.0,0.0
23.0,1.0,13.9,"Dyker, Mr. Adolf Fredrik",0,1064,3,0,1,0,1.0,347072,,2,1,347072,2,2,2,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,6.95,0.054262960649593996,0.28598271326568964,0.1,0.1
30.0,2.0,7.2292,"Torfa, Mr. Assad",0,1065,3,0,0,0,1.0,2673,,1,1,2673,4,1,2,0,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1.81,0.014131792629606494,0.37366904672428913,0.0,0.30000000000000004
40.0,1.0,31.3875,"Asplund, Mr. Carl Oscar Vilhelm Gustafsson",5,1066,3,0,1,0,1.0,347077,,7,1,347077,7,3,3,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,4.48,0.03497813866333541,0.49893523737943135,0.6000000000000001,0.6000000000000001
15.0,1.0,39.0,"Brown, Miss. Edith Eileen",2,1067,2,1,0,0,1.0,29750,,3,3,29750,3,2,2,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,13.0,0.10149906308557151,0.18576976074157586,0.20000000000000004,0.20000000000000004
20.0,1.0,36.75,"Sincock, Miss. Maude",0,1068,2,1,0,0,1.0,C.A. 33112,,1,3,33112,4,1,2,0,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,9.19,0.0717520299812617,0.24840285606914697,0.0,0.30000000000000004
54.0,2.0,55.4417,"Stengel, Mr. Charles Emil Henry",0,1069,1,0,1,0,1.0,11778,,2,1,11778,2,2,2,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,27.72,0.21642723297938785,0.6743079042966303,0.1,0.1
36.0,1.0,39.0,"Becker, Mrs. Allen Oliver (Nellie E Baumgardner)",3,1070,2,1,0,0,1.0,230136,,4,2,230136,4,2,2,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,9.75,0.07612429731417863,0.44882876111737446,0.30000000000000004,0.30000000000000004
64.0,2.0,83.1583,"Compton, Mrs. Alexander Taylor (Mary Eliza Ingersoll)",2,1071,1,1,0,0,1.0,PC 17756,,3,2,17756,3,2,2,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,27.72,0.21642723297938785,0.7995740949517726,0.20000000000000004,0.20000000000000004
30.0,1.0,13.0,"McCrie, Mr. James Matthew",0,1072,2,0,0,0,1.0,233478,,1,1,233478,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,13.0,0.10149906308557151,0.37366904672428913,0.0,0.0
37.0,2.0,83.1583,"Compton, Mr. Alexander Taylor Jr",1,1073,1,0,1,0,1.0,PC 17756,,3,1,17756,3,2,2,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,27.72,0.21642723297938785,0.4613553801828887,0.20000000000000004,0.20000000000000004
18.0,1.0,53.1,"Marvin, Mrs. Daniel Warner (Mary Graham Carmichael Farquarson)",0,1074,1,1,1,0,1.0,113773,,2,2,113773,2,2,2,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,26.55,0.20729231730168643,0.22334961793811853,0.1,0.1
30.0,3.0,7.75,"Lane, Mr. Patrick",0,1075,3,0,0,0,1.0,7935,,1,1,7935,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,7.75,0.06050905683947532,0.37366904672428913,0.0,0.0
27.0,2.0,247.5208,"Douglas, Mrs. Frederick Charles (Mary Helene Baxter)",1,1076,1,1,1,0,1.0,PC 17558,,3,2,17558,3,2,2,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,82.51,0.644206745783885,0.33608918952774647,0.20000000000000004,0.20000000000000004
40.0,1.0,16.0,"Maybery, Mr. Frank Hubert",0,1077,2,0,0,0,1.0,239059,,1,1,239059,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,16.0,0.12492192379762647,0.49893523737943135,0.0,0.0
21.0,1.0,21.0,"Phillips, Miss. Alice Frances Louisa",1,1078,2,1,0,0,1.0,S.O./P.P. 2,,2,3,2,2,2,2,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,10.5,0.08198001249219238,0.2609294751346612,0.1,0.1
17.0,1.0,8.05,"Davies, Mr. Joseph",0,1079,3,0,2,0,1.0,A/4 48873,,3,1,48873,1,2,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,8.05,0.06285134291068083,0.2108229988726043,0.20000000000000004,0.0
21.0,1.0,69.55,"Sage, Miss. Ada",2,1080,3,1,8,0,1.0,CA. 2343,,11,3,2343,11,3,3,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,6.32,0.04934415990006246,0.2609294751346612,1.0,1.0
40.0,1.0,13.0,"Veal, Mr. James",0,1081,2,0,0,0,1.0,28221,,1,1,28221,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,13.0,0.10149906308557151,0.49893523737943135,0.0,0.0
34.0,1.0,26.0,"Angle, Mr. William A",0,1082,2,0,1,0,1.0,226875,,2,1,226875,2,2,2,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,13.0,0.10149906308557151,0.423775522986346,0.1,0.1
30.0,1.0,26.0,"Salomon, Mr. Abraham L",0,1083,1,0,0,0,1.0,111163,,1,1,111163,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,26.0,0.20299812617114302,0.37366904672428913,0.0,0.0
11.5,1.0,14.5,"van Billiard, Master. Walter John",1,1084,3,0,1,0,1.0,A/5. 851,,3,4,851,3,2,2,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,4.83,0.03771080574640849,0.1419265940122761,0.20000000000000004,0.20000000000000004
61.0,3.0,12.35,"Lingane, Mr. John",0,1085,2,0,0,0,1.0,235509,,1,1,235509,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,12.35,0.09642410993129293,0.7619942377552299,0.0,0.0
8.0,1.0,32.5,"Drew, Master. Marshall Brines",2,1086,2,0,0,0,1.0,28220,,3,4,28220,3,2,2,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,10.83,0.08455652717051841,0.09808342728297632,0.20000000000000004,0.20000000000000004
33.0,1.0,7.8542,"Karlsson, Mr. Julius Konrad Eugen",0,1087,3,0,0,0,1.0,347465,,1,1,347465,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,7.85,0.061289818863210485,0.4112489039208318,0.0,0.0
6.0,2.0,134.5,"Spedden, Master. Robert Douglas",2,1088,1,0,0,0,1.0,16966,,3,4,16966,5,2,3,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,26.9,0.2100249843847595,0.07303018915194788,0.20000000000000004,0.4
18.0,1.0,7.775,"Nilsson, Miss. Berta Olivia",0,1089,3,1,0,0,1.0,347066,,1,3,347066,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,7.78,0.06074328544659587,0.22334961793811853,0.0,0.0
23.0,1.0,10.5,"Baimbrigge, Mr. Charles Robert",0,1090,2,0,0,0,1.0,C.A. 31030,,1,1,31030,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,10.5,0.08198001249219238,0.28598271326568964,0.0,0.0
35.0,1.0,8.1125,"Rasmussen, Mrs. (Lena Jacobsen Solvang)",0,1091,3,1,0,0,1.0,65305,,1,2,65305,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,8.11,0.06331980012492192,0.43630214205186024,0.0,0.0
21.0,3.0,15.5,"Murphy, Miss. Nora",0,1092,3,1,0,0,1.0,36568,,1,3,36568,2,1,2,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,7.75,0.06050905683947532,0.2609294751346612,0.0,0.1
0.33,1.0,14.4,"Danbom, Master. Gilbert Sigvard Emanuel",2,1093,3,0,0,0,1.0,347080,,3,4,347080,3,2,2,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,4.8,0.03747657713928794,0.0020042590504822755,0.20000000000000004,0.20000000000000004
47.0,2.0,227.525,"Astor, Col. John Jacob",0,1094,1,0,1,0,1.0,PC 17757,,2,5,17757,5,2,3,0,1,1,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,45.5,0.35524672079950026,0.5866215708380309,0.1,0.4
8.0,1.0,26.0,"Quick, Miss. Winifred Vera",1,1095,2,1,1,0,1.0,26360,,3,3,26360,3,2,2,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,8.67,0.06769206745783884,0.09808342728297632,0.20000000000000004,0.20000000000000004
25.0,1.0,10.5,"Andrew, Mr. Frank Thomas",0,1096,2,0,0,0,1.0,C.A. 34050,,1,1,34050,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,10.5,0.08198001249219238,0.311035951396718,0.0,0.0
30.0,2.0,25.7417,"Omont, Mr. Alfred Fernand",0,1097,1,0,0,0,1.0,F.C. 12998,,1,1,12998,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,25.74,0.20096814490943157,0.37366904672428913,0.0,0.0
35.0,3.0,7.75,"McGowan, Miss. Katherine",0,1098,3,1,0,0,1.0,9232,,1,3,9232,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,7.75,0.06050905683947532,0.43630214205186024,0.0,0.0
24.0,1.0,10.5,"Collett, Mr. Sidney C Stuart",0,1099,2,0,0,0,1.0,28034,,1,1,28034,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,10.5,0.08198001249219238,0.2985093323312038,0.0,0.0
33.0,2.0,27.7208,"Rosenbaum, Miss. Edith Louise",0,1100,1,1,0,0,1.0,PC 17613,,1,3,17613,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,27.72,0.21642723297938785,0.4112489039208318,0.0,0.0
25.0,1.0,7.8958,"Delalic, Mr. Redjo",0,1101,3,0,0,0,1.0,349250,,1,1,349250,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,7.9,0.06168019987507807,0.311035951396718,0.0,0.0
32.0,1.0,22.525,"Andersen, Mr. Albert Karvin",0,1102,3,0,0,0,1.0,C 4001,,1,1,4001,3,1,2,0,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,7.51,0.058635227982510925,0.3987222848553176,0.0,0.20000000000000004
30.0,1.0,7.05,"Finoli, Mr. Luigi",0,1103,3,0,0,0,1.0,SOTON/O.Q. 3101308,,1,1,3101308,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,7.05,0.05504372267332916,0.37366904672428913,0.0,0.0
17.0,1.0,73.5,"Deacon, Mr. Percy William",0,1104,2,0,0,0,1.0,S.O.C. 14879,,1,1,14879,7,1,3,0,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,10.5,0.08198001249219238,0.2108229988726043,0.0,0.6000000000000001
60.0,1.0,26.0,"Howard, Mrs. Benjamin (Ellen Truelove Arman)",0,1105,2,1,1,0,1.0,24065,,2,2,24065,2,2,2,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,13.0,0.10149906308557151,0.7494676186897157,0.1,0.1
38.0,1.0,7.775,"Andersson, Miss. Ida Augusta Margareta",2,1106,3,1,4,0,1.0,347091,,7,3,347091,1,3,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,1,0,0,7.78,0.06074328544659587,0.4738819992484029,0.6000000000000001,0.0
42.0,1.0,42.5,"Head, Mr. Christopher",0,1107,1,0,0,0,1.0,113038,,1,1,113038,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,42.5,0.3318238600874453,0.5239884755104598,0.0,0.0
21.0,3.0,7.8792,"Mahon, Miss. Bridget Delia",0,1108,3,1,0,0,1.0,330924,,1,3,330924,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,7.88,0.061524047470331036,0.2609294751346612,0.0,0.0
57.0,1.0,164.8667,"Wick, Mr. George Dennick",1,1109,1,0,1,0,1.0,36928,,3,1,36928,4,2,2,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,41.22,0.32183010618363517,0.711887761493173,0.20000000000000004,0.30000000000000004
50.0,2.0,211.5,"Widener, Mrs. George Dunton (Eleanor Elkins)",1,1110,1,1,1,0,1.0,113503,,3,2,113503,5,2,3,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,42.3,0.33026233603997496,0.6242014280345735,0.20000000000000004,0.4
30.0,1.0,8.05,"Thomson, Mr. Alexander Morrison",0,1111,3,0,0,0,1.0,32302,,1,1,32302,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,8.05,0.06285134291068083,0.37366904672428913,0.0,0.0
30.0,2.0,13.8583,"Duran y More, Miss. Florentina",0,1112,2,1,1,0,1.0,SC/PARIS 2148,,2,3,2148,1,2,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,13.86,0.10821361648969392,0.37366904672428913,0.1,0.0
21.0,1.0,8.05,"Reynolds, Mr. Harold J",0,1113,3,0,0,0,1.0,342684,,1,1,342684,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,8.05,0.06285134291068083,0.2609294751346612,0.0,0.0
22.0,1.0,10.5,"Cook, Mrs. (Selena Rogers)",0,1114,2,1,0,0,1.0,W./C. 14266,,1,2,14266,1,1,1,1,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,10.5,0.08198001249219238,0.2734560942001754,0.0,0.0
21.0,1.0,7.7958,"Karlsson, Mr. Einar Gervasius",0,1115,3,0,0,0,1.0,350053,,1,1,350053,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,7.8,0.0608994378513429,0.2609294751346612,0.0,0.0
53.0,2.0,27.4458,"Candee, Mrs. Edward (Helen Churchill Hungerford)",0,1116,1,1,0,0,1.0,PC 17606,,1,2,17606,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,27.45,0.2143191755153029,0.6617812852311161,0.0,0.0
35.0,2.0,15.2458,"Moubarek, Mrs. George (Omine Amenia"" Alexander)""",2,1117,3,1,0,0,1.0,2661,,3,2,2661,3,2,2,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,5.08,0.039662710805746404,0.43630214205186024,0.20000000000000004,0.20000000000000004
23.0,1.0,7.7958,"Asplund, Mr. Johan Charles",0,1118,3,0,0,0,1.0,350054,,1,1,350054,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,7.8,0.0608994378513429,0.28598271326568964,0.0,0.0
21.0,3.0,7.75,"McNeill, Miss. Bridget",0,1119,3,1,0,0,1.0,370368,,1,3,370368,1,1,1,1,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,7.75,0.06050905683947532,0.2609294751346612,0.0,0.0
40.5,1.0,15.1,"Everett, Mr. Thomas James",0,1120,3,0,0,0,1.0,C.A. 6212,,1,1,6212,2,1,2,0,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,7.55,0.058947532792004986,0.5051985469121885,0.0,0.1
36.0,1.0,13.0,"Hocking, Mr. Samuel James Metcalfe",0,1121,2,0,0,0,1.0,242963,,1,1,242963,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,13.0,0.10149906308557151,0.44882876111737446,0.0,0.0
14.0,1.0,65.0,"Sweet, Mr. George Frederick",0,1122,2,0,0,0,1.0,220845,,1,1,220845,5,1,3,0,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,13.0,0.10149906308557151,0.17324314167606164,0.0,0.4
21.0,1.0,26.55,"Willard, Miss. Constance",0,1123,1,1,0,0,1.0,113795,,1,3,113795,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,26.55,0.20729231730168643,0.2609294751346612,0.0,0.0
21.0,1.0,6.4958,"Wiklund, Mr. Karl Johan",0,1124,3,0,1,0,1.0,3101266,,2,1,3101266,1,2,1,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,6.5,0.050749531542785754,0.2609294751346612,0.1,0.0
30.0,3.0,7.8792,"Linehan, Mr. Michael",0,1125,3,0,0,0,1.0,330971,,1,1,330971,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,7.88,0.061524047470331036,0.37366904672428913,0.0,0.0
39.0,2.0,71.2833,"Cumings, Mr. John Bradley",0,1126,1,0,1,0,1.0,PC 17599,,2,1,17599,2,2,2,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,35.64,0.27826358525921296,0.48640861831391713,0.1,0.1
20.0,1.0,7.8542,"Vendel, Mr. Olof Edvin",0,1127,3,0,0,0,1.0,350416,,1,1,350416,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,7.85,0.061289818863210485,0.24840285606914697,0.0,0.0
64.0,2.0,75.25,"Warren, Mr. Frank Manley",0,1128,1,0,1,0,1.0,110813,,2,1,110813,2,2,2,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,37.62,0.29372267332916924,0.7995740949517726,0.1,0.1
20.0,2.0,7.225,"Baccos, Mr. Raffull",0,1129,3,0,0,0,1.0,2679,,1,1,2679,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,7.22,0.05637101811367894,0.24840285606914697,0.0,0.0
18.0,1.0,13.0,"Hiltunen, Miss. Marta",1,1130,2,1,1,0,1.0,250650,,3,3,250650,1,2,1,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,13.0,0.10149906308557151,0.22334961793811853,0.20000000000000004,0.0
48.0,2.0,106.425,"Douglas, Mrs. Walter Donald (Mahala Dutton)",0,1131,1,1,1,0,1.0,PC 17761,,2,2,17761,3,2,2,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,35.48,0.2770143660212367,0.599148189903545,0.1,0.20000000000000004
55.0,2.0,27.7208,"Lindstrom, Mrs. Carl Johan (Sigrid Posse)",0,1132,1,1,0,0,1.0,112377,,1,2,112377,1,1,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,27.72,0.21642723297938785,0.6868345233621446,0.0,0.0
45.0,1.0,30.0,"Christy, Mrs. (Alice Frances)",2,1133,2,1,0,0,1.0,237789,,3,2,237789,2,2,2,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,15.0,0.11711430356027482,0.5615683327070025,0.20000000000000004,0.1
45.0,2.0,134.5,"Spedden, Mr. Frederic Oakley",1,1134,1,0,1,0,1.0,16966,,3,1,16966,5,2,3,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,26.9,0.2100249843847595,0.5615683327070025,0.20000000000000004,0.4
30.0,1.0,7.8875,"Hyman, Mr. Abraham",0,1135,3,0,0,0,1.0,3470,,1,1,3470,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,7.89,0.061602123672704553,0.37366904672428913,0.0,0.0
4.0,1.0,23.45,"Johnston, Master. William Arthur Willie""""",2,1136,3,0,1,0,1.0,W./C. 6607,,4,4,6607,4,2,2,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,5.86,0.045752654590880695,0.04797695102091946,0.30000000000000004,0.30000000000000004
41.0,1.0,51.8625,"Kenyon, Mr. Frederick R",0,1137,1,0,1,0,1.0,17464,,2,1,17464,2,2,2,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,25.93,0.2024515927545284,0.5114618564449456,0.1,0.1
22.0,1.0,21.0,"Karnes, Mrs. J Frank (Claire Bennett)",0,1138,2,1,0,0,1.0,F.C.C. 13534,,1,2,13534,2,1,2,0,1,1,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,10.5,0.08198001249219238,0.2734560942001754,0.0,0.1
42.0,1.0,32.5,"Drew, Mr. James Vivian",1,1139,2,0,1,0,1.0,28220,,3,1,28220,3,2,2,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,10.83,0.08455652717051841,0.5239884755104598,0.20000000000000004,0.20000000000000004
29.0,1.0,26.0,"Hold, Mrs. Stephen (Annie Margaret Hill)",0,1140,2,1,1,0,1.0,26707,,2,2,26707,2,2,2,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,13.0,0.10149906308557151,0.3611424276587749,0.1,0.1
35.0,2.0,14.4542,"Khalil, Mrs. Betros (Zahie Maria"" Elias)""",0,1141,3,1,1,0,1.0,2660,,2,2,2660,2,2,2,0,1,1,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,7.23,0.05644909431605247,0.43630214205186024,0.1,0.1
0.92,1.0,27.75,"West, Miss. Barbara J",2,1142,2,1,1,0,1.0,C.A. 34651,,4,3,34651,4,2,2,0,1,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,6.94,0.054184884447220485,0.009394964299135665,0.30000000000000004,0.30000000000000004
20.0,1.0,7.925,"Abrahamsson, Mr. Abraham August Johannes",0,1143,3,0,0,0,1.0,SOTON/O2 3101284,,1,1,3101284,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,7.92,0.061836352279825105,0.24840285606914697,0.0,0.0
27.0,2.0,136.7792,"Clark, Mr. Walter Miller",0,1144,1,0,1,0,1.0,13508,,2,1,13508,2,2,2,0,1,1,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,68.39,0.5339631480324797,0.33608918952774647,0.1,0.1
24.0,1.0,9.325,"Salander, Mr. Karl Johan",0,1145,3,0,0,0,1.0,7266,,1,1,7266,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,9.32,0.07276702061211741,0.2985093323312038,0.0,0.0
32.5,1.0,9.5,"Wenzel, Mr. Linhart",0,1146,3,0,0,0,1.0,345775,,1,1,345775,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,9.5,0.07417239225484072,0.4049855943880747,0.0,0.0
30.0,1.0,7.55,"MacKay, Mr. George William",0,1147,3,0,0,0,1.0,C.A. 42795,,1,1,42795,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,7.55,0.058947532792004986,0.37366904672428913,0.0,0.0
30.0,3.0,7.75,"Mahon, Mr. John",0,1148,3,0,0,0,1.0,AQ/4 3130,,1,1,3130,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,7.75,0.06050905683947532,0.37366904672428913,0.0,0.0
28.0,1.0,8.05,"Niklasson, Mr. Samuel",0,1149,3,0,0,0,1.0,363611,,1,1,363611,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,8.05,0.06285134291068083,0.3486158085932607,0.0,0.0
19.0,1.0,13.0,"Bentham, Miss. Lilian W",0,1150,2,1,0,0,1.0,28404,,1,3,28404,1,1,1,1,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,13.0,0.10149906308557151,0.23587623700363275,0.0,0.0
21.0,1.0,7.775,"Midtsjo, Mr. Karl Albert",0,1151,3,0,0,0,1.0,345501,,1,1,345501,1,1,1,1,1,1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,7.78,0.06074328544659587,0.2609294751346612,0.0,0.0
36.5,1.0,17.4,"de Messemaeker, Mr. Guillaume Joseph",0,1152,3,0,1,0,1.0,345572,,2,1,345572,2,2,2,0,1,1,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,8.7,0.06792629606495938,0.4550920706501316,0.1,0.1
