,passengerid,survived,pclass,name,age,sibsp,parch,ticket,fare,embarked,family_size,sex_0,sex_1,title_1,title_2,title_3,title_4,title_5,title_6,title_7,ticket_number,passengers_per_ticket,true_fare,true_fare_scaled
484,485,1,1,"Bishop, Mr. Dickinson H",25.0,1,0,11967,91.0792,3.0,2,1,0,1,0,0,0,0,0,0,11967,2,45.54,0.20533862386148433
485,486,0,3,"Lefebre, Miss. Jeannie",21.0,3,1,4133,25.4667,1.0,5,0,1,0,0,1,0,0,0,0,4133,4,6.37,0.0287221570926143
486,487,1,1,"Hoyt, Mrs. Frederick Maxfield (Jane Anne Forby)",35.0,1,0,19943,90.0,1.0,2,0,1,0,1,0,0,0,0,0,19943,2,45.0,0.20290377851925329
487,488,0,1,"Kent, Mr. Edward Austin",58.0,0,0,11771,29.7,3.0,1,1,0,1,0,0,0,0,0,0,11771,1,29.7,0.13391649382270718
488,489,0,3,"Somerton, Mr. Francis William",30.0,0,0,A.5. 18509,8.05,1.0,1,1,0,1,0,0,0,0,0,0,18509,1,8.05,0.03629723149066642
489,490,1,3,"Coutts, Master. Eden Leslie ""Neville""",9.0,1,1,C.A. 37671,15.9,1.0,3,1,0,0,0,0,1,0,0,0,37671,2,7.95,0.03584633420506808
490,491,0,3,"Hagland, Mr. Konrad Mathias Reiersen",30.0,1,0,65304,19.9667,1.0,2,1,0,1,0,0,0,0,0,0,65304,1,19.97,0.09004418793398862
491,492,0,3,"Windelov, Mr. Einar",21.0,0,0,SOTON/OQ 3101317,7.25,1.0,1,1,0,1,0,0,0,0,0,0,3101317,1,7.25,0.0326900532058797
492,493,0,1,"Molson, Mr. Harry Markland",55.0,0,0,113787,30.5,1.0,1,1,0,1,0,0,0,0,0,0,113787,1,30.5,0.1375236721074939
493,494,0,1,"Artagaveytia, Mr. Ramon",71.0,0,0,PC 17609,49.5042,3.0,1,1,0,1,0,0,0,0,0,0,17609,1,49.5,0.22319415637117862
494,495,0,3,"Stanley, Mr. Edward Roland",21.0,0,0,A/4 45380,8.05,1.0,1,1,0,1,0,0,0,0,0,0,45380,1,8.05,0.03629723149066642
495,496,0,3,"Yousseff, Mr. Gerious",30.0,0,0,2627,14.4583,3.0,1,1,0,1,0,0,0,0,0,0,2627,2,7.23,0.032599873748760035
496,497,1,1,"Eustis, Miss. Elizabeth Mussey",54.0,1,0,36947,78.2667,3.0,2,0,1,0,0,1,0,0,0,0,36947,2,39.13,0.1764361078546307
497,498,0,3,"Shellard, Mr. Frederick William",30.0,0,0,C.A. 6212,15.1,1.0,1,1,0,1,0,0,0,0,0,0,6212,1,15.1,0.06808549012534944
498,499,0,1,"Allison, Mrs. Hudson J C (Bessie Waldo Daniels)",25.0,1,2,113781,151.55,1.0,4,0,1,0,1,0,0,0,0,0,113781,4,37.89,0.17084498151321129
499,500,0,3,"Svensson, Mr. Olof",24.0,0,0,350035,7.7958,1.0,1,1,0,1,0,0,0,0,0,0,350035,1,7.8,0.03516998827667057
500,501,0,3,"Calic, Mr. Petar",17.0,0,0,315086,8.6625,1.0,1,1,0,1,0,0,0,0,0,0,315086,1,8.66,0.0390477049328163
501,502,0,3,"Canavan, Miss. Mary",21.0,0,0,364846,7.75,2.0,1,0,1,0,0,1,0,0,0,0,364846,1,7.75,0.0349445396338714
502,503,0,3,"O'Sullivan, Miss. Bridget Mary",21.0,0,0,330909,7.6292,2.0,1,0,1,0,0,1,0,0,0,0,330909,1,7.63,0.03440346289115339
503,504,0,3,"Laitinen, Miss. Kristina Sofia",37.0,0,0,4135,9.5875,1.0,1,0,1,0,0,1,0,0,0,0,4135,1,9.59,0.043241049688880866
504,505,1,1,"Maioni, Miss. Roberta",16.0,0,0,110152,86.5,1.0,1,0,1,0,0,1,0,0,0,0,110152,3,28.83,0.1299936874380016
505,506,0,1,"Penasco y Castellana, Mr. Victor de Satode",18.0,1,0,PC 17758,108.9,3.0,2,1,0,1,0,0,0,0,0,0,17758,2,54.45,0.2455135720082965
506,507,1,2,"Quick, Mrs. Frederick Charles (Jane Richards)",33.0,0,2,26360,26.0,1.0,3,0,1,0,1,0,0,0,0,0,26360,2,13.0,0.058616647127784284
507,508,1,1,"Bradley, Mr. George (""George Arthur Brayton"")",30.0,0,0,111427,26.55,1.0,1,1,0,1,0,0,0,0,0,0,111427,1,26.55,0.11971322932635944
508,509,0,3,"Olsen, Mr. Henry Margido",28.0,0,0,C 4001,22.525,1.0,1,1,0,1,0,0,0,0,0,0,4001,1,22.52,0.10154206871674631
509,510,1,3,"Lang, Mr. Fang",26.0,0,0,1601,56.4958,1.0,1,1,0,1,0,0,0,0,0,0,1601,7,8.07,0.036387410947786095
510,511,1,3,"Daly, Mr. Eugene Patrick",29.0,0,0,382651,7.75,2.0,1,1,0,1,0,0,0,0,0,0,382651,1,7.75,0.0349445396338714
511,512,0,3,"Webber, Mr. James",30.0,0,0,SOTON/OQ 3101316,8.05,1.0,1,1,0,1,0,0,0,0,0,0,3101316,1,8.05,0.03629723149066642
512,513,1,1,"McGough, Mr. James Robert",36.0,0,0,PC 17473,26.2875,1.0,1,1,0,1,0,0,0,0,0,0,17473,1,26.29,0.11854089638380376
513,514,1,1,"Rothschild, Mrs. Martin (Elizabeth L. Barrett)",54.0,1,0,PC 17603,59.4,3.0,2,0,1,0,1,0,0,0,0,0,17603,1,59.4,0.26783298764541436
514,515,0,3,"Coleff, Mr. Satio",24.0,0,0,349209,7.4958,1.0,1,1,0,1,0,0,0,0,0,0,349209,1,7.5,0.03381729641987555
515,516,0,1,"Walker, Mr. William Anderson",47.0,0,0,36967,34.0208,1.0,1,1,0,1,0,0,0,0,0,0,36967,1,34.02,0.1533952565605555
516,517,1,2,"Lemore, Mrs. (Amelia Milley)",34.0,0,0,C.A. 34260,10.5,1.0,1,0,1,0,1,0,0,0,0,0,34260,1,10.5,0.04734421498782577
517,518,0,3,"Ryan, Mr. Patrick",30.0,0,0,371110,24.15,2.0,1,1,0,1,0,0,0,0,0,0,371110,3,8.05,0.03629723149066642
518,519,1,2,"Angle, Mrs. William A (Florence ""Mary"" Agnes Hughes)",36.0,1,0,226875,26.0,1.0,2,0,1,0,1,0,0,0,0,0,226875,1,26.0,0.11723329425556857
519,520,0,3,"Pavlovic, Mr. Stefo",32.0,0,0,349242,7.8958,1.0,1,1,0,1,0,0,0,0,0,0,349242,1,7.9,0.03562088556226891
520,521,1,1,"Perreault, Miss. Anne",30.0,0,0,12749,93.5,1.0,1,0,1,0,0,1,0,0,0,0,12749,2,46.75,0.21079448101722426
521,522,0,3,"Vovk, Mr. Janko",22.0,0,0,349252,7.8958,1.0,1,1,0,1,0,0,0,0,0,0,349252,1,7.9,0.03562088556226891
522,523,0,3,"Lahoud, Mr. Sarkis",30.0,0,0,2624,7.225,3.0,1,1,0,1,0,0,0,0,0,0,2624,1,7.22,0.03255478402020019
523,524,1,1,"Hippach, Mrs. Louis Albert (Ida Sophia Fischer)",44.0,0,1,111361,57.9792,3.0,2,0,1,0,1,0,0,0,0,0,111361,2,28.99,0.13071512309495895
524,525,0,3,"Kassem, Mr. Fared",30.0,0,0,2700,7.2292,3.0,1,1,0,1,0,0,0,0,0,0,2700,1,7.23,0.032599873748760035
525,526,0,3,"Farrell, Mr. James",40.5,0,0,367232,7.75,2.0,1,1,0,1,0,0,0,0,0,0,367232,1,7.75,0.0349445396338714
526,527,1,2,"Ridsdale, Miss. Lucy",50.0,0,0,W./C. 14258,10.5,1.0,1,0,1,0,0,1,0,0,0,0,14258,1,10.5,0.04734421498782577
527,528,0,1,"Farthing, Mr. John",30.0,0,0,PC 17483,221.7792,1.0,1,1,0,1,0,0,0,0,0,0,17483,1,221.78,0.9999999999999999
528,529,0,3,"Salonen, Mr. Johan Werner",39.0,0,0,3101296,7.925,1.0,1,1,0,1,0,0,0,0,0,0,3101296,1,7.92,0.03571106501938858
529,530,0,2,"Hocking, Mr. Richard George",23.0,2,1,29104,11.5,1.0,4,1,0,1,0,0,0,0,0,0,29104,1,11.5,0.05185318784380918
530,531,1,2,"Quick, Miss. Phyllis May",2.0,1,1,26360,26.0,1.0,3,0,1,0,0,1,0,0,0,0,26360,2,13.0,0.058616647127784284
531,532,0,3,"Toufik, Mr. Nakli",30.0,0,0,2641,7.2292,3.0,1,1,0,1,0,0,0,0,0,0,2641,1,7.23,0.032599873748760035
532,533,0,3,"Elias, Mr. Joseph Jr",17.0,1,1,2690,7.2292,3.0,3,1,0,1,0,0,0,0,0,0,2690,1,7.23,0.032599873748760035
533,534,1,3,"Peter, Mrs. Catherine (Catherine Rizk)",35.0,0,2,2668,22.3583,3.0,3,0,1,0,1,0,0,0,0,0,2668,2,11.18,0.050410316529894486
534,535,0,3,"Cacic, Miss. Marija",30.0,0,0,315084,8.6625,1.0,1,0,1,0,0,1,0,0,0,0,315084,1,8.66,0.0390477049328163
535,536,1,2,"Hart, Miss. Eva Miriam",7.0,0,2,F.C.C. 13529,26.25,1.0,3,0,1,0,0,1,0,0,0,0,13529,3,8.75,0.039453512489854806
536,537,0,1,"Butt, Major. Archibald Willingham",45.0,0,0,113050,26.55,1.0,1,1,0,0,0,0,0,0,1,0,113050,1,26.55,0.11971322932635944
537,538,1,1,"LeRoy, Miss. Bertha",30.0,0,0,PC 17761,106.425,3.0,1,0,1,0,0,1,0,0,0,0,17761,2,53.21,0.23992244566687707
538,539,0,3,"Risien, Mr. Samuel Beard",30.0,0,0,364498,14.5,1.0,1,1,0,1,0,0,0,0,0,0,364498,1,14.5,0.0653801064117594
539,540,1,1,"Frolicher, Miss. Hedwig Margaritha",22.0,0,2,13568,49.5,3.0,3,0,1,0,0,1,0,0,0,0,13568,1,49.5,0.22319415637117862
540,541,1,1,"Crosby, Miss. Harriet R",36.0,0,2,WE/P 5735,71.0,1.0,3,0,1,0,0,1,0,0,0,0,5735,2,35.5,0.16006853638741092
541,542,0,3,"Andersson, Miss. Ingeborg Constanzia",9.0,4,2,347082,31.275,1.0,7,0,1,0,0,1,0,0,0,0,347082,7,4.47,0.020155108666245827
542,543,0,3,"Andersson, Miss. Sigrid Elisabeth",11.0,4,2,347082,31.275,1.0,7,0,1,0,0,1,0,0,0,0,347082,7,4.47,0.020155108666245827
543,544,1,2,"Beane, Mr. Edward",32.0,1,0,2908,26.0,1.0,2,1,0,1,0,0,0,0,0,0,2908,2,13.0,0.058616647127784284
544,545,0,1,"Douglas, Mr. Walter Donald",50.0,1,0,PC 17761,106.425,3.0,2,1,0,1,0,0,0,0,0,0,17761,2,53.21,0.23992244566687707
545,546,0,1,"Nicholson, Mr. Arthur Ernest",64.0,0,0,693,26.0,1.0,1,1,0,1,0,0,0,0,0,0,693,1,26.0,0.11723329425556857
546,547,1,2,"Beane, Mrs. Edward (Ethel Clarke)",19.0,1,0,2908,26.0,1.0,2,0,1,0,1,0,0,0,0,0,2908,2,13.0,0.058616647127784284
547,548,1,2,"Padro y Manent, Mr. Julian",30.0,0,0,SC/PARIS 2146,13.8625,3.0,1,1,0,1,0,0,0,0,0,0,2146,1,13.86,0.062494363783930015
548,549,0,3,"Goldsmith, Mr. Frank John",33.0,1,1,363291,20.525,1.0,3,1,0,1,0,0,0,0,0,0,363291,3,6.84,0.0308413743349265
549,550,1,2,"Davies, Master. John Morgan Jr",8.0,1,1,C.A. 33112,36.75,1.0,3,1,0,0,0,0,1,0,0,0,33112,2,18.38,0.082874921092975
550,551,1,1,"Thayer, Mr. John Borland Jr",17.0,0,2,17421,110.8833,3.0,3,1,0,1,0,0,0,0,0,0,17421,4,27.72,0.12498872756786003
551,552,0,2,"Sharp, Mr. Percival James R",27.0,0,0,244358,26.0,1.0,1,1,0,1,0,0,0,0,0,0,244358,1,26.0,0.11723329425556857
552,553,0,3,"O'Brien, Mr. Timothy",30.0,0,0,330979,7.8292,2.0,1,1,0,1,0,0,0,0,0,0,330979,1,7.83,0.035305257462350075
553,554,1,3,"Leeni, Mr. Fahim (""Philip Zenni"")",22.0,0,0,2620,7.225,3.0,1,1,0,1,0,0,0,0,0,0,2620,1,7.22,0.03255478402020019
554,555,1,3,"Ohman, Miss. Velin",22.0,0,0,347085,7.775,1.0,1,0,1,0,0,1,0,0,0,0,347085,1,7.78,0.0350798088195509
555,556,0,1,"Wright, Mr. George",62.0,0,0,113807,26.55,1.0,1,1,0,1,0,0,0,0,0,0,113807,1,26.55,0.11971322932635944
556,557,1,1,"Duff Gordon, Lady. (Lucille Christiana Sutherland) (""Mrs Morgan"")",48.0,1,0,11755,39.6,3.0,2,0,1,0,0,0,0,0,0,1,11755,1,39.6,0.1785553250969429
557,558,0,1,"Robbins, Mr. Victor",30.0,0,0,PC 17757,227.525,3.0,1,1,0,1,0,0,0,0,0,0,17757,4,56.88,0.25647037604833617
558,559,1,1,"Taussig, Mrs. Emil (Tillie Mandelbaum)",39.0,1,1,110413,79.65,1.0,3,0,1,0,1,0,0,0,0,0,110413,3,26.55,0.11971322932635944
559,560,1,3,"de Messemaeker, Mrs. Guillaume Joseph (Emma)",36.0,1,0,345572,17.4,1.0,2,0,1,0,1,0,0,0,0,0,345572,1,17.4,0.07845612769411127
560,561,0,3,"Morrow, Mr. Thomas Rowan",30.0,0,0,372622,7.75,2.0,1,1,0,1,0,0,0,0,0,0,372622,1,7.75,0.0349445396338714
561,562,0,3,"Sivic, Mr. Husein",40.0,0,0,349251,7.8958,1.0,1,1,0,1,0,0,0,0,0,0,349251,1,7.9,0.03562088556226891
562,563,0,2,"Norman, Mr. Robert Douglas",28.0,0,0,218629,13.5,1.0,1,1,0,1,0,0,0,0,0,0,218629,1,13.5,0.06087113355577599
563,564,0,3,"Simmons, Mr. John",30.0,0,0,SOTON/OQ 392082,8.05,1.0,1,1,0,1,0,0,0,0,0,0,392082,1,8.05,0.03629723149066642
564,565,0,3,"Meanwell, Miss. (Marion Ogden)",21.0,0,0,SOTON/O.Q. 392087,8.05,1.0,1,0,1,0,0,1,0,0,0,0,392087,1,8.05,0.03629723149066642
565,566,0,3,"Davies, Mr. Alfred J",24.0,2,0,A/4 48871,24.15,1.0,3,1,0,1,0,0,0,0,0,0,48871,2,12.08,0.05446839210027955
566,567,0,3,"Stoytcheff, Mr. Ilia",19.0,0,0,349205,7.8958,1.0,1,1,0,1,0,0,0,0,0,0,349205,1,7.9,0.03562088556226891
567,568,0,3,"Palsson, Mrs. Nils (Alma Cornelia Berglund)",29.0,0,4,349909,21.075,1.0,5,0,1,0,1,0,0,0,0,0,349909,4,5.27,0.023762286951032552
568,569,0,3,"Doharr, Mr. Tannous",30.0,0,0,2686,7.2292,3.0,1,1,0,1,0,0,0,0,0,0,2686,1,7.23,0.032599873748760035
569,570,1,3,"Jonsson, Mr. Carl",32.0,0,0,350417,7.8542,1.0,1,1,0,1,0,0,0,0,0,0,350417,1,7.85,0.03539543691946974
570,571,1,2,"Harris, Mr. George",62.0,0,0,S.W./PP 752,10.5,1.0,1,1,0,1,0,0,0,0,0,0,752,1,10.5,0.04734421498782577
571,572,1,1,"Appleton, Mrs. Edward Dale (Charlotte Lamson)",53.0,2,0,11769,51.4792,1.0,3,0,1,0,1,0,0,0,0,0,11769,1,51.48,0.23212192262602577
572,573,1,1,"Flynn, Mr. John Irwin (""Irving"")",36.0,0,0,PC 17474,26.3875,1.0,1,1,0,1,0,0,0,0,0,0,17474,3,8.8,0.039678961132653984
573,574,1,3,"Kelly, Miss. Mary",21.0,0,0,14312,7.75,2.0,1,0,1,0,0,1,0,0,0,0,14312,1,7.75,0.0349445396338714
574,575,0,3,"Rush, Mr. Alfred George John",16.0,0,0,A/4. 20589,8.05,1.0,1,1,0,1,0,0,0,0,0,0,20589,1,8.05,0.03629723149066642
575,576,0,3,"Patchett, Mr. George",19.0,0,0,358585,14.5,1.0,1,1,0,1,0,0,0,0,0,0,358585,2,7.25,0.0326900532058797
576,577,1,2,"Garside, Miss. Ethel",34.0,0,0,243880,13.0,1.0,1,0,1,0,0,1,0,0,0,0,243880,1,13.0,0.058616647127784284
577,578,1,1,"Silvey, Mrs. William Baird (Alice Munger)",39.0,1,0,13507,55.9,1.0,2,0,1,0,1,0,0,0,0,0,13507,2,27.95,0.1260257913247362
578,579,0,3,"Caram, Mrs. Joseph (Maria Elias)",35.0,1,0,2689,14.4583,3.0,2,0,1,0,1,0,0,0,0,0,2689,1,14.46,0.06519974749752007
579,580,1,3,"Jussila, Mr. Eiriik",32.0,0,0,STON/O 2. 3101286,7.925,1.0,1,1,0,1,0,0,0,0,0,0,3101286,1,7.92,0.03571106501938858
580,581,1,2,"Christy, Miss. Julie Rachel",25.0,1,1,237789,30.0,1.0,3,0,1,0,0,1,0,0,0,0,237789,1,30.0,0.1352691856795022
581,582,1,1,"Thayer, Mrs. John Borland (Marian Longstreth Morris)",39.0,1,1,17421,110.8833,3.0,3,0,1,0,1,0,0,0,0,0,17421,4,27.72,0.12498872756786003
582,583,0,2,"Downton, Mr. William James",54.0,0,0,28403,26.0,1.0,1,1,0,1,0,0,0,0,0,0,28403,2,13.0,0.058616647127784284
583,584,0,1,"Ross, Mr. John Hugo",36.0,0,0,13049,40.125,3.0,1,1,0,1,0,0,0,0,0,0,13049,1,40.12,0.18089999098205425
584,585,0,3,"Paulner, Mr. Uscher",30.0,0,0,3411,8.7125,3.0,1,1,0,1,0,0,0,0,0,0,3411,1,8.71,0.03927315357561548
585,586,1,1,"Taussig, Miss. Ruth",18.0,0,2,110413,79.65,1.0,3,0,1,0,0,1,0,0,0,0,110413,3,26.55,0.11971322932635944
586,587,0,2,"Jarvis, Mr. John Denzil",47.0,0,0,237565,15.0,1.0,1,1,0,1,0,0,0,0,0,0,237565,1,15.0,0.0676345928397511
587,588,1,1,"Frolicher-Stehli, Mr. Maxmillian",60.0,1,1,13567,79.2,3.0,3,1,0,1,0,0,0,0,0,0,13567,1,79.2,0.3571106501938858
588,589,0,3,"Gilinski, Mr. Eliezer",22.0,0,0,14973,8.05,1.0,1,1,0,1,0,0,0,0,0,0,14973,1,8.05,0.03629723149066642
589,590,0,3,"Murdlin, Mr. Joseph",30.0,0,0,A./5. 3235,8.05,1.0,1,1,0,1,0,0,0,0,0,0,3235,1,8.05,0.03629723149066642
590,591,0,3,"Rintamaki, Mr. Matti",35.0,0,0,STON/O 2. 3101273,7.125,1.0,1,1,0,1,0,0,0,0,0,0,3101273,1,7.12,0.03210388673460186
591,592,1,1,"Stephenson, Mrs. Walter Bertram (Martha Eustis)",52.0,1,0,36947,78.2667,3.0,2,0,1,0,1,0,0,0,0,0,36947,2,39.13,0.1764361078546307
592,593,0,3,"Elsbury, Mr. William James",47.0,0,0,A/5 3902,7.25,1.0,1,1,0,1,0,0,0,0,0,0,3902,1,7.25,0.0326900532058797
593,594,0,3,"Bourke, Miss. Mary",21.0,0,2,364848,7.75,2.0,3,0,1,0,0,1,0,0,0,0,364848,1,7.75,0.0349445396338714
594,595,0,2,"Chapman, Mr. John Henry",37.0,1,0,SC/AH 29037,26.0,1.0,2,1,0,1,0,0,0,0,0,0,29037,1,26.0,0.11723329425556857
595,596,0,3,"Van Impe, Mr. Jean Baptiste",36.0,1,1,345773,24.15,1.0,3,1,0,1,0,0,0,0,0,0,345773,3,8.05,0.03629723149066642
596,597,1,2,"Leitch, Miss. Jessie Wills",21.0,0,0,248727,33.0,1.0,1,0,1,0,0,1,0,0,0,0,248727,3,11.0,0.04959870141581747
597,598,0,3,"Johnson, Mr. Alfred",49.0,0,0,LINE,0.0,1.0,1,1,0,1,0,0,0,0,0,0,LINE,4,0.0,0.0
598,599,0,3,"Boulos, Mr. Hanna",30.0,0,0,2664,7.225,3.0,1,1,0,1,0,0,0,0,0,0,2664,1,7.22,0.03255478402020019
599,600,1,1,"Duff Gordon, Sir. Cosmo Edmund (""Mr Morgan"")",49.0,1,0,PC 17485,56.9292,3.0,2,1,0,0,0,0,0,1,0,0,17485,2,28.46,0.12832536748128776
600,601,1,2,"Jacobsohn, Mrs. Sidney Samuel (Amy Frances Christy)",24.0,2,1,243847,27.0,1.0,4,0,1,0,1,0,0,0,0,0,243847,2,13.5,0.06087113355577599
601,602,0,3,"Slabenoff, Mr. Petco",30.0,0,0,349214,7.8958,1.0,1,1,0,1,0,0,0,0,0,0,349214,1,7.9,0.03562088556226891
602,603,0,1,"Harrington, Mr. Charles H",30.0,0,0,113796,42.4,1.0,1,1,0,1,0,0,0,0,0,0,113796,1,42.4,0.19118044909369644
603,604,0,3,"Torber, Mr. Ernst William",44.0,0,0,364511,8.05,1.0,1,1,0,1,0,0,0,0,0,0,364511,1,8.05,0.03629723149066642
604,605,1,1,"Homer, Mr. Harry (""Mr E Haven"")",35.0,0,0,111426,26.55,3.0,1,1,0,1,0,0,0,0,0,0,111426,1,26.55,0.11971322932635944
605,606,0,3,"Lindell, Mr. Edvard Bengtsson",36.0,1,0,349910,15.55,1.0,2,1,0,1,0,0,0,0,0,0,349910,1,15.55,0.07011452791054197
606,607,0,3,"Karaic, Mr. Milan",30.0,0,0,349246,7.8958,1.0,1,1,0,1,0,0,0,0,0,0,349246,1,7.9,0.03562088556226891
607,608,1,1,"Daniel, Mr. Robert Williams",27.0,0,0,113804,30.5,1.0,1,1,0,1,0,0,0,0,0,0,113804,1,30.5,0.1375236721074939
608,609,1,2,"Laroche, Mrs. Joseph (Juliette Marie Louise Lafargue)",22.0,1,2,SC/Paris 2123,41.5792,3.0,4,0,1,0,1,0,0,0,0,0,2123,3,13.86,0.062494363783930015
609,610,1,1,"Shutes, Miss. Elizabeth W",40.0,0,0,PC 17582,153.4625,1.0,1,0,1,0,0,1,0,0,0,0,17582,3,51.15,0.23063396158355123
610,611,0,3,"Andersson, Mrs. Anders Johan (Alfrida Konstantia Brogren)",39.0,1,5,347082,31.275,1.0,7,0,1,0,1,0,0,0,0,0,347082,7,4.47,0.020155108666245827
611,612,0,3,"Jardin, Mr. Jose Neto",30.0,0,0,SOTON/O.Q. 3101305,7.05,1.0,1,1,0,1,0,0,0,0,0,0,3101305,1,7.05,0.031788258634683014
612,613,1,3,"Murphy, Miss. Margaret Jane",21.0,1,0,367230,15.5,2.0,2,0,1,0,0,1,0,0,0,0,367230,2,7.75,0.0349445396338714
613,614,0,3,"Horgan, Mr. John",30.0,0,0,370377,7.75,2.0,1,1,0,1,0,0,0,0,0,0,370377,1,7.75,0.0349445396338714
614,615,0,3,"Brocklebank, Mr. William Alfred",35.0,0,0,364512,8.05,1.0,1,1,0,1,0,0,0,0,0,0,364512,1,8.05,0.03629723149066642
615,616,1,2,"Herman, Miss. Alice",24.0,1,2,220845,65.0,1.0,4,0,1,0,0,1,0,0,0,0,220845,2,32.5,0.1465416178194607
616,617,0,3,"Danbom, Mr. Ernst Gilbert",34.0,1,1,347080,14.4,1.0,3,1,0,1,0,0,0,0,0,0,347080,2,7.2,0.03246460456308053
617,618,0,3,"Lobb, Mrs. William Arthur (Cordelia K Stanlick)",26.0,1,0,A/5. 3336,16.1,1.0,2,0,1,0,1,0,0,0,0,0,3336,2,8.05,0.03629723149066642
618,619,1,2,"Becker, Miss. Marion Louise",4.0,2,1,230136,39.0,1.0,4,0,1,0,0,1,0,0,0,0,230136,2,19.5,0.08792497069167643
619,620,0,2,"Gavey, Mr. Lawrence",26.0,0,0,31028,10.5,1.0,1,1,0,1,0,0,0,0,0,0,31028,1,10.5,0.04734421498782577
620,621,0,3,"Yasbeck, Mr. Antoni",27.0,1,0,2659,14.4542,3.0,2,1,0,1,0,0,0,0,0,0,2659,2,7.23,0.032599873748760035
621,622,1,1,"Kimball, Mr. Edwin Nelson Jr",42.0,1,0,11753,52.5542,1.0,2,1,0,1,0,0,0,0,0,0,11753,1,52.55,0.236946523581928
622,623,1,3,"Nakid, Mr. Sahid",20.0,1,1,2653,15.7417,3.0,3,1,0,1,0,0,0,0,0,0,2653,2,7.87,0.03548561637658941
623,624,0,3,"Hansen, Mr. Henry Damsgaard",21.0,0,0,350029,7.8542,1.0,1,1,0,1,0,0,0,0,0,0,350029,1,7.85,0.03539543691946974
624,625,0,3,"Bowen, Mr. David John ""Dai""",21.0,0,0,54636,16.1,1.0,1,1,0,1,0,0,0,0,0,0,54636,2,8.05,0.03629723149066642
625,626,0,1,"Sutton, Mr. Frederick",61.0,0,0,36963,32.3208,1.0,1,1,0,1,0,0,0,0,0,0,36963,1,32.32,0.1457300027053837
626,627,0,2,"Kirkland, Rev. Charles Leonard",57.0,0,0,219533,12.35,2.0,1,1,0,0,0,0,0,0,1,0,219533,1,12.35,0.055685814771395066
627,628,1,1,"Longley, Miss. Gretchen Fiske",21.0,0,0,13502,77.9583,1.0,1,0,1,0,0,1,0,0,0,0,13502,3,25.99,0.11718820452700873
628,629,0,3,"Bostandyeff, Mr. Guentcho",26.0,0,0,349224,7.8958,1.0,1,1,0,1,0,0,0,0,0,0,349224,1,7.9,0.03562088556226891
629,630,0,3,"O'Connell, Mr. Patrick D",30.0,0,0,334912,7.7333,2.0,1,1,0,1,0,0,0,0,0,0,334912,1,7.73,0.03485436017675173
630,631,1,1,"Barkworth, Mr. Algernon Henry Wilson",80.0,0,0,27042,30.0,1.0,1,1,0,1,0,0,0,0,0,0,27042,1,30.0,0.1352691856795022
631,632,0,3,"Lundahl, Mr. Johan Svensson",51.0,0,0,347743,7.0542,1.0,1,1,0,1,0,0,0,0,0,0,347743,1,7.05,0.031788258634683014
632,633,1,1,"Stahelin-Maeglin, Dr. Max",32.0,0,0,13214,30.5,3.0,1,1,0,0,0,0,0,0,1,0,13214,1,30.5,0.1375236721074939
633,634,0,1,"Parr, Mr. William Henry Marsh",30.0,0,0,112052,0.0,1.0,1,1,0,1,0,0,0,0,0,0,112052,1,0.0,0.0
634,635,0,3,"Skoog, Miss. Mabel",9.0,3,2,347088,27.9,1.0,6,0,1,0,0,1,0,0,0,0,347088,6,4.65,0.02096672378032284
635,636,1,2,"Davis, Miss. Mary",28.0,0,0,237668,13.0,1.0,1,0,1,0,0,1,0,0,0,0,237668,1,13.0,0.058616647127784284
636,637,0,3,"Leinonen, Mr. Antti Gustaf",32.0,0,0,STON/O 2. 3101292,7.925,1.0,1,1,0,1,0,0,0,0,0,0,3101292,1,7.92,0.03571106501938858
637,638,0,2,"Collyer, Mr. Harvey",31.0,1,1,C.A. 31921,26.25,1.0,3,1,0,1,0,0,0,0,0,0,31921,3,8.75,0.039453512489854806
638,639,0,3,"Panula, Mrs. Juha (Maria Emilia Ojala)",41.0,0,5,3101295,39.6875,1.0,6,0,1,0,1,0,0,0,0,0,3101295,6,6.61,0.02980431057805032
639,640,0,3,"Thorneycroft, Mr. Percival",30.0,1,0,376564,16.1,1.0,2,1,0,1,0,0,0,0,0,0,376564,2,8.05,0.03629723149066642
640,641,0,3,"Jensen, Mr. Hans Peder",20.0,0,0,350050,7.8542,1.0,1,1,0,1,0,0,0,0,0,0,350050,1,7.85,0.03539543691946974
641,642,1,1,"Sagesser, Mlle. Emma",24.0,0,0,PC 17477,69.3,3.0,1,0,1,0,0,1,0,0,0,0,17477,2,34.65,0.15623590945982502
642,643,0,3,"Skoog, Miss. Margit Elizabeth",2.0,3,2,347088,27.9,1.0,6,0,1,0,0,1,0,0,0,0,347088,6,4.65,0.02096672378032284
643,644,1,3,"Foo, Mr. Choong",30.0,0,0,1601,56.4958,1.0,1,1,0,1,0,0,0,0,0,0,1601,7,8.07,0.036387410947786095
644,645,1,3,"Baclini, Miss. Eugenie",0.75,2,1,2666,19.2583,3.0,4,0,1,0,0,1,0,0,0,0,2666,4,4.81,0.021688159437280183
645,646,1,1,"Harper, Mr. Henry Sleeper",48.0,1,0,PC 17572,76.7292,3.0,2,1,0,1,0,0,0,0,0,0,17572,3,25.58,0.11533952565605553
